Core-ID,CDISC Rule ID,Error Message,Description,Standard Name,Standard Version,Scope,Executability,Status
CORE-000720,FB3406,'--DTC falls after RFPENDTC.,Date/Time of Collection (--DTC) variable value should be prior or equal to Date/Time of End of Participation (RFPENDTC).,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""INTERVENTIONS"",""EVENTS"",""FINDINGS"",""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000711,FB3404,RFSTDTC falls after RFENDTC.,Subject Reference Start Date/Time (RFSTDTC) should be prior or equal to the Subject Reference End Date/Time (RFENDTC).,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000717,FB3401,AESTDTC falls after the last DSSTDTC.,Start Date/Time of Adverse Event (AESTDTC) should be prior or equal to the Start Date/Time of the latest Disposition Event (DSSTDTC).,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]}}",Fully Executable,Published
CORE-000707,FB3208,'--DY is greater than --ENDY.,Study Day of Visit/Collection/Exam (--DY) should be less than or equal to Study Day of End of Observation (--ENDY).,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000708,FB3207,'--STDY is greater than --ENDY.,"When Study Day of End of Observation (--ENDY) is present in the dataset, then the End Date/Time of Observation (--ENDTC) should also be present in the dataset.","SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""INTERVENTIONS"",""EVENTS"",""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000864,FB3206,End Date/Time of Observation (--ENDTC) variable is missing when Study Day of End of Observation (--ENDY) is present.,"When Study Day of End of Observation (--ENDY) is present in the dataset, then the End Date/Time of Observation (--ENDTC) is also present in the dataset","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART, SENDIG-GENETOX","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""INTERVENTIONS"",""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000862,FB3205,Start Date/Time of Observation (--STDTC) variable is missing when Study Day of Start of Observation (--STDY) is present.,"When Study Day of Start of Observation (--STDY) is present in the dataset, then the Start Date/Time of Observation (--STDTC) is also present in the dataset.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART, SENDIG-GENETOX","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""INTERVENTIONS"",""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000700,FB3204,Date/Time of Collection (--DTC) variable is missing when Study Day of Visit/Collection/Exam (--DY) is present.,"When Study Day of Visit/Collection/Exam (--DY) is present in the dataset, then the Date/Time of Collection (--DTC) should also be present in the dataset","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART, SENDIG-GENETOX","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""INTERVENTIONS"",""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000776,FB3203,Study Day of End of Observation (--ENDY) variable is missing when End Date/Time of Observation (--ENDTC) is present.,"When End Date/Time of Observation (--ENDTC) is present in the dataset, then the Study Day of End of Observation (--ENDY) should also be present in the dataset","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART, SENDIG-GENETOX","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""INTERVENTIONS"",""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000321,FB3201,Study Day of Visit/Collection/Exam (--DY) variable is missing when Date/Time of Collection (--DTC) is present.,"When Date/Time of Collection (--DTC) is present in the dataset, then the Study Day of Visit/Collection/Exam (--DY) should also present in the dataset.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART, SENDIG-GENETOX","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000866,FB3210,'--DTC falls after --ENDTC.,Date/Time of Collection (--DTC) should be prior or equal to the End Date/Time of Observation (--ENDTC),"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000718,FB3209,'--STDTC falls after  --ENDTC.,Start Date/Time of Observation (--STDTC) should be prior or equal to the End Date/Time of Observation (--ENDTC).,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""INTERVENTIONS"",""EVENTS"",""SPECIAL PURPOSE""]},""Domains"":{""Exclude"":[""DM""]}}",Fully Executable,Published
CORE-000659,FB3410,"AEENDTC is missing, when AEOUT = RECOVERED/RESOLVED.","When Adverse Event Outcome (AEOUT) is populated with RECOVERED/RESOLVED, then the End Date/Time of Adverse Event (AEENDTC) should be populated.",SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]}}",Fully Executable,Published
CORE-000657,FB3409,"AEENDTC is populated, when AEOUT = NOT RECOVERED/NOT RESOLVED.","When Adverse Event Outcome (AEOUT) is populated with 'NOT RECOVERED/NOT RESOLVED', then the End Date/Time of Adverse Event (AEENDTC) should not be populated",SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]}}",Fully Executable,Published
CORE-000701,FB2201,EPOCH is missing for clinical subject-level observation.,EPOCH should be populated for clinical subject-level observations.,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""INTERVENTIONS"",""FINDINGS"",""EVENTS""]},""Domains"":{""Exclude"":[""DD"",""PP"",""MH""]}}",Partially Executable - Possible Overreporting,Published
FDA.SDTMIG.FB0802,FB0802,'--ENDTC does not fall on or between RFXSTDTC and RFENDTC.,Treatment exposure end date/time (--ENDTC) should fall on or between first (RFXSTDTC) and last (RFXENDTC) study treatment date/time in the DM dataset.,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""EC"",""EX""]}}",Fully Executable,Draft
FDA.SDTMIG.FB0801,FB0801,'--STDTC does not fall on or between RFXSTDTC and RFENDTC.,Treatment exposure start date/time (--STDTC) should fall on or between first (RFXSTDTC) and last (RFXENDTC) study treatment date/time in the DM dataset.,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""EC"",""EX""]}}",Fully Executable,Draft
FDA.SDTMIG.FB1901,"FB1701, SEND296",A new term has been added to a non-extensible code list.,When CDISC published Controlled Terminology indicates that a codelist is non-extensible then only terms from the codelist should be used.,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
FDA.SDTMIG.FB1801,FB1801,The length of the variable is longer than the data within the variable,The length of each variable cannot be different between datasets and should not be longer than the maximum length of the data contained by the variable,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Partially Executable,Draft
CORE-000529,"CG0006, TIG0291, SEND73, TIG0274, SEND74, TIG0275, FB1603","'--DY is not correctly calculated even though the date portion of --DTC is complete, the date portion of RFSTDTC is complete, and --DY is not empty.",Raise an error when --DY is not calculated as per the study day algorithm as a non-zero integer value when the date portion of --DTC is complete and the date portion of DM.RFSTDTC is a complete date AND --DY is not empty,"SDTMIG, TIG, SENDIG, SENDIG-DART, SENDIG-GENETOX, SENDIG-AR","3.4, 3.2, 3.3, 1.0, 3.0, 3.1, 3.1.1, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""NONCLIN, INDH, PROD""}",Fully Executable,Published
CORE-000853,FB1602,Collection study day (--DY) is not populated when date/time of collection (--DTC) is populated.,Collection study day (--DY) should be populated when date/time of collection (--DTC) is populated,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000793,FB1601,Collection study day (--DY) is missing when date/time of collection (--DTC) is populated.,Collection study day (--DY) should be present when date/time of collection (--DTC) is populated,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000890,FB1502,Text variable contains '.' as an entire value.,Text variable in submitted dataset should not contain  '.' as an entire value.,"SDTMIG, SENDIG, SENDIG-DART, SENDIG-AR, SENDIG-GENETOX","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.1, 1.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000867,FB1501,Text variable contains leading spaces.,Text variable in submitted dataset should not contain leading spaces ' '.,"SDTMIG, SENDIG, SENDIG-DART, SENDIG-AR, SENDIG-GENETOX","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.1, 1.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000522,FB1401,Missing DSCAT value for Disposition Event.,Category for Disposition Event (DSCAT) should be populated.,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]}}",Fully Executable,Published
FDA.SDTMIG.FB0411,FB0411,Dataset PC is missing,PC dataset is present in the submission,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""PC""]}}",Fully Executable,Draft
CDISC.SDTMIG.CG0019,CG0019,Records are not unique as per sponsor defined key variables as documented in the define.xml,Trigger error if records are not unique as per sponsor defined key variables as documented in the define.xml,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000686,"CG0572, FB0924",'--TPT and --TPTNUM do not have a one-to-one relationship per unique value of --TPTREF.,VISITNUM not present in dataset and --TPTREF present in dataset then --TPT and --TPTNUM should have a one-to-one relationship per unique values of --TPTREF.,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000689,"CG0573, FB0925",'--TPT and --TPTNUM do not have a one-to-one relationship per unique combination of VISITNUM and --TPTREF values.,VISITNUM and --TPTREF are present then --TPT and --TPTNUM should have a one-to-one relationship per unique combination of VISITNUM and --TPTREF values.,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000141,"CG0240, TIG0448, FB0922",'--TPT and --TPTNUM do not have a one-to-one relationship.,VISITNUM and --TPTREF are not present then --TPT and --TPTNUM should have a one-to-one relationship.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000685,"CG0571, FB0923",'--TPT and --TPTNUM do not have a one-to-one relationship per unique value of VISITNUM.,VISITNUM is present in the dataset and --TPTREF is not present in the dataset then --TPT and --TPTNUM should have a one-to-one relationship per unique value of VISITNUM.,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000302,FB0920,QNAM and QLABEL do not have a one-to-one relationship.,QNAM and QLABEL should have a one-to-one relationship.,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""SUPP--""]}}",Fully Executable,Published
CORE-000361,"CG0035, TIG0316, FB0919",VISIT and VISITNUM do not have a one-to-one relationship.,"When VISITNUM is present in TV, VISIT and VISITNUM should have a one-to-one relationship.","SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000179,"CG0307, TIG0482, FB0916",TSPARM and TSPARMCD do not have a one-to-one relationship.,TSPARMCD and TSPARM should have a one-to-one relationship.,"SDTMIG, TIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.4, 3.2, 3.3, 1.0, 3.0, 3.1, 3.1.1, 1.1, 1.2","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000743,FB0918,IETESTCD and IETEST do not have a one-to-one relationship.,IETESTCD and IETEST should have a one-to-one relationship.,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TI""]}}",Fully Executable,Published
FDA.SDTMIG.FB0101,FB0101,Missing treatment-emergent flag (AETRTEM) for Adverse Event.,Treatment-emergent flag should be present in SUPPAE for each Adverse Event.,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]}}",Fully Executable,Draft
CORE-000745,FB0915,OIPARMCD and OIPARM do not have a one-to-one relationship.,OIPARMCD and OIPARM should have a one-to-one relationship.,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""STUDY REFERENCE""]},""Domains"":{""Include"":[""OI""]}}",Fully Executable,Published
CORE-000132,"CG0154, SEND213, FB0914",ETCD and ELEMENT do not have a one-to-one relationship.,ETCD and ELEMENT should have a one-to-one relationship.,"SDTMIG, SENDIG, SENDIG-DART, SENDIG-GENETOX, SENDIG-AR","3.4, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.1, 1.2, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TE"",""TA"",""SE""]}}",Fully Executable,Published
CORE-000729,FB0912,INVNAM and INVID do not have a one-to-one relationship.,INVID and INVNAM shoumd have a one-to-one relationship.,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000792,FB0905,'--CLASCD and --CLAS do not have a one-to-one relationship.,'--CLASCD and --CLAS should have a one-to-one relationship.,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""AG"",""CM"",""SU""]}}",Fully Executable,Published
CORE-000791,FB0903,ACTARMCD and ACTARM do not have a one-to-one relationship.,ACTARMCD and ACTARM should have a one-to-one relationship.,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000318,FB0902,ARMCD and ARM do not have a one-to-one relationship.,ARMCD and ARM should have a one-to-one relationship.,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""TRIAL DESIGN"",""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""TA"",""TV"",""DM""]}}",Fully Executable,Published
CORE-000303,FB0901,'--TESTCD and --TEST do not have a one-to-one relationship.,'--TESTCD and --TEST should have a one-to-one relationship.,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""FINDINGS"",""FINDINGS ABOUT""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000728,FB0904,TSVALCD and TSVAL do not have a one-to-one relationship.,TSVALCD and TSVAL should have a one-to-one relationship.,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000251,"CG0067, FB0614","SSTRESC in SS dataset is ""DEAD"", but a record is missing in DS dataset where DSDECOD = ""DEATH"".",When survival status is completed as 'DEAD' in the SS dataset then a record should be present in the DS dataset where DSDECOD = 'DEATH' for the corresponding subject.,SDTMIG,"3.4, 3.3, 3.2","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""SS""]}}",Fully Executable,Published
CORE-000008,"CG0132, FB0601","SSTRESC in SS dataset is ""DEAD"", but DTHFL in DM dataset is not ""Y"".",When survival status is completed as 'DEAD' in the SS dataset then death flag (DTHFL) should be populated as 'Y' in the DM dataset for the corresponding subject.,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000259,"CG0171, FB0613",SSDTC in SS dataset where SSTRESC = 'DEAD' is not equal to or after the DTHDTC in the DM dataset.,Date/time of collection of subject status in SS dataset where survival status (SSSTRESC) = 'DEAD' should be equal to or after the Date/Time of Death (DTHDTC) in the DM dataset for the corresponding subject.,SDTMIG,"3.4, 3.3, 3.2","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""SS""]}}",Fully Executable,Published
CORE-000841,FB0612,AEENDTC in AE dataset of AE where AEOUT = 'FATAL' is not equal to DTHDTC in the DM dataset.,End Date/Time of Adverse Event (AEENDTC) in AE dataset of Adverse Event where AEOUT = 'FATAL' should be equal to the Date/Time of Death (DTHDTC) in the DM dataset for the corresponding subject.,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]}}",Fully Executable,Published
CORE-000007,"CG0435, TIG0587, FB0606","DTHDTC is populated but DTHFL in DM dataset is not ""Y"".",When Date/Time of Death (DTHDTC) in the DM dataset is populated then death flag (DTHFL) should be populated as 'Y' in the DM dataset for the corresponding subject.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
